title,ingredients,directions,link,source,NER,site
Spinach and Rice Casserole,"[""12 cup rice, uncooked"", ""1 cup butter"", ""13 cup flour"", ""1 quart half-and-half or 1 quart milk"", ""3 eggs"", ""2 lbs spinach, cooked,drained and chopped"", ""14 cup green onion, chopped"", ""1 12 cups feta cheese, crumbled"", ""14 cup parmesan cheese"", ""1 tablespoon paprika"", ""salt and pepper""]","[""Set oven to 350 degrees."", ""Grease a 13\"" x 9\"" baking pan."", ""Cook 1-1/2 cups rice according to directions; set aside."", ""In a heavy-bottomed saucepan, melt 1 cup butter; add in flour, stir until thoroughly mixed (about 2 minutes), allow to cool slightly."", ""In the microwave, heat the half and half until just to boiling or to a\""simmer\"" (I do this in the microwave so that the milk doesn't scald bottom of pot, but you could simmer it in the pot, just watch not to burn bottom of pot!"", "")."", ""Pour in the simmering half and half into a saucepan."", ""Add flour mixture into the milk mixture a little at a time, whisking to break up all the lumps."", ""Then whisk in the eggs, until creamy and smooth (about 10-15 minutes)."", ""Place the cooked and drained spinach in bottom of casserole dish."", ""Add rice, Feta cheese and green onions spreading evenly over spinach."", ""Sprinkle with salt and pepper to taste."", ""Pour the cream sauce over the top."", ""Sprinkle with Parmesan cheese and paprika."", ""Bake for 20-25 minutes.""]",www.food.com/recipe/spinach-and-rice-casserole-81382,Recipes1M,"[""spinach"", ""eggs"", ""parmesan cheese"", ""green onion"", ""flour"", ""feta cheese"", ""paprika"", ""milk"", ""rice"", ""butter"", ""salt""]",www.food.com
Barbecue Sauce,"[""1 large onion, finely chopped"", ""3 Tbsp. margarine"", ""1/2 c. brown sugar"", ""1/2 c. steak sauce"", ""1 garlic clove (optional)"", ""1 (16 oz.) bottle ketchup"", ""1/2 c. lemon juice"", ""1 Tbsp. salt""]","[""Mix all ingredients in a bowl."", ""Cover with Saran Wrap."", ""Cook on High for 10 minutes in microwave, stirring after the first 5 minutes."", ""No mess to clean up!!""]",www.cookbooks.com/Recipe-Details.aspx?id=602817,Gathered,"[""steak sauce"", ""lemon juice"", ""brown sugar"", ""onion"", ""margarine"", ""ketchup"", ""garlic"", ""salt""]",www.cookbooks.com
Cornish Game Hen (With Wild Rice),"[""2 Cornish game hens"", ""1 box chicken flavored wild rice (wild and white mixed or wild and brown mixed)"", ""1/2 c. raisins (optional)"", ""some salt (for flavoring)""]","[""Wash game hens."", ""Sprinkle with salt (including the inside of cavity as well as entire outside of bird)."", ""Prepare rice according to directions on the box."", ""When rice is done, add raisins and mix together."", ""Stuff each hen with mixture and wrap in foil or place in roasting pan."", ""Bake at 350\u00b0 for 45 minutes."", ""Baste each bird with melted butter."", ""Leave in oven until golden brown and tender, usually 15 to 20 minutes longer.""]",www.cookbooks.com/Recipe-Details.aspx?id=587964,Gathered,"[""cornish game hens"", ""chicken"", ""salt"", ""raisins""]",www.cookbooks.com
Pull-Apart Rolls,"[""2 sweet roll dough (can use white)"", ""cinnamon"", ""nuts"", ""1/4 c. milk or cream"", ""1 stick butter or margarine"", ""1 c. brown sugar"", ""1 pkg. vanilla pudding (not instant)""]","[""Break first roll into bite size pieces so they don't touch each other."", ""Sprinkle with cinnamon and nuts."", ""Heat milk, butter, brown sugar and pudding mix until well blended."", ""Pour half over bottom layer of dough."", ""Repeat with second roll of dough."", ""Sprinkle cinnamon and nuts on top."", ""Let raise approximately 2 hours."", ""Bake in a 350\u00b0 oven for 30 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=920593,Gathered,"[""brown sugar"", ""cinnamon"", ""nuts"", ""sweet roll"", ""vanilla pudding"", ""milk"", ""butter""]",www.cookbooks.com
Mostaccioli,"[""1/2 lb. ground beef"", ""1/2 c. chopped green pepper"", ""1/2 c. chopped onion"", ""1 lb. can tomatoes"", ""1 (6 oz.) can tomato paste"", ""1/2 c. water"", ""1 bay leaf"", ""salt and pepper"", ""8 oz. box mostaccioli noodles (or other style noodles), cooked and drained"", ""1/2 lb. Velveeta cheese"", ""Parmesan cheese""]","[""Heat oven to 350\u00b0."", ""Brown meat; add green pepper and onion. Cook until tender; drain."", ""Stir in tomatoes, paste, water and seasonings."", ""In a 2-quart dish, layer half of the noodles, meat sauce and sliced Velveeta cheese."", ""Repeat layers."", ""Sprinkle with Parmesan cheese."", ""Bake for 30 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=1035664,Gathered,"[""velveeta cheese"", ""tomatoes"", ""tomato paste"", ""parmesan cheese"", ""onion"", ""water"", ""mostaccioli noodles"", ""ground beef"", ""bay leaf"", ""green pepper"", ""salt""]",www.cookbooks.com
Balsamic Vinegar Marinade,"[""1/2 c. balsamic vinegar"", ""1/4 c. red wine vinegar"", ""2 Tbsp. soy sauce"", ""1/4 c. steak sauce (A.1., Lea & Perrins, etc.)"", ""1 to 2 Tbsp. lemon pepper""]","[""Place meat in mixture; let sit 1 hour."", ""Baste meat with mixture while cooking."", ""After initial marinade, the mixture can be thickened to taste to be used as a sauce to be served with the meat.""]",www.cookbooks.com/Recipe-Details.aspx?id=907950,Gathered,"[""red wine vinegar"", ""steak sauce"", ""soy sauce"", ""lemon pepper"", ""balsamic vinegar""]",www.cookbooks.com
Catatini,"[""1 pkg. pepperoni"", ""1 lb. ground meat"", ""1 jar spaghetti sauce"", ""1 pkg. shredded cheese"", ""1 pkg. elbow noodles"", ""salt and pepper to taste""]","[""Boil your noodles until tender; drain."", ""Brown meat until done; drain."", ""Mix all ingredients."", ""Put in casserole dish; bake at 350\u00b0 for 25 minutes."", ""Add cheese."", ""Put back in oven until cheese is melted.""]",www.cookbooks.com/Recipe-Details.aspx?id=263903,Gathered,"[""salt"", ""shredded cheese"", ""elbow noodles"", ""spaghetti sauce"", ""ground meat"", ""pepperoni""]",www.cookbooks.com
Meat Loaf,"[""1 1/2 lb. ground beef"", ""1/2 c. fresh bread crumbs"", ""1 onion, finely chopped"", ""1 egg"", ""1 1/2 tsp. salt"", ""1/4 tsp. pepper"", ""2 (8 oz.) cans Hunt's tomato sauce"", ""1/2 c. water"", ""3 Tbsp. vinegar"", ""3 Tbsp. brown sugar"", ""2 Tbsp. Worcestershire sauce"", ""2 Tbsp. mustard""]","[""Mix together the beef, bread crumbs, onion, beaten egg, salt, pepper and 1/2 can of tomato sauce; form into small loaves and put in shallow pan.""]",www.cookbooks.com/Recipe-Details.aspx?id=367282,Gathered,"[""egg"", ""vinegar"", ""pepper"", ""brown sugar"", ""onion"", ""water"", ""tomato sauce"", ""ground beef"", ""mustard"", ""bread crumbs"", ""worcestershire sauce"", ""salt""]",www.cookbooks.com
Black Chocolate Cake Recipe,"[""2 c. Flour"", ""2 c. Sugar"", ""1 c. Baking cocoa"", ""1 pch Salt"", ""8 Tbsp. Salad oil (up to 10)"", ""2 tsp Baking soda"", ""2 c. Boiling water"", ""1 x Egg"", ""1 tsp Vanilla (up to 2)"", ""3 c. Flour"", ""3 c. Sugar"", ""1 1/2 c. Baking cocoa"", ""1 pch Salt"", ""14 Tbsp. salad oil (up to 15)"", ""3 tsp Baking soda"", ""3 c. Boiling water"", ""2 x Large eggs"", ""2 1/2 tsp Vanilla"", ""3 Tbsp. Flour"", ""1/2 c. Lowfat milk"", ""1/2 c. Shortening"", ""1/2 c. Sugar"", ""1/2 tsp Vanilla (up to 1)"", ""1 pch Salt""]","[""Mix flour, sugar and cocoa in a large bowl."", ""Add in a healthy pinch of salt and stir again."", ""Add in oil and stir well."", ""Put baking soda in another bowl.Add in boiling water, stir and quickly add in to ingredients in large bowl; stir well."", ""Drop in egg/s and stir again."", ""Add in vanilla and stir."", ""Bake in greased & floured pan at 350 for about 1 hour."", ""Groh's Frosting: Put flour in saucepan."", ""Gradually add in lowfat milk to flour."", ""Heat over low flame, stirring constantly, till mix forms a paste."", ""Cold well."", ""Beat shortening and sugar with electric mixer till well blended."", ""Add in cooled flour/lowfat milk paste."", ""Beat with mixer till light and fluffy, about 5 min."", ""Aadd healthy pinch of salt and vanilla."", ""* I usually make 1 1/2 recipe for the 13x9 size cake""]",cookeatshare.com/recipes/black-chocolate-cake-85733,Recipes1M,"[""egg"", ""sugar"", ""vanilla"", ""baking cocoa"", ""salad oil"", ""baking soda"", ""eggs"", ""shortening"", ""flour"", ""milk"", ""boiling water"", ""salt""]",cookeatshare.com
Pizza Casserole,"[""1/2 lb. hamburger or pepperoni or both, browned and drained"", ""2 c. macaroni or pasta, cooked and drained"", ""10 oz. jar pizza sauce"", ""6 oz. can tomato paste"", ""10 oz. can water"", ""4 oz. Mozzarella cheese, grated""]","[""Mix all ingredients together and place in uncovered casserole dish."", ""Bake at 350\u00b0 for 45 minutes."", ""Can be easily doubled.""]",www.cookbooks.com/Recipe-Details.aspx?id=265155,Gathered,"[""pizza sauce"", ""tomato paste"", ""macaroni"", ""mozzarella cheese"", ""water"", ""hamburger""]",www.cookbooks.com
Savory Wheat Crescents,"[""1 package (1/4 ounce) active dry yeast"", ""1/2 cup warm water (110\u00b0 to 115\u00b0)"", ""8-1/2 teaspoons honey, divided"", ""2 cups whole wheat flour"", ""3/4 cup warm milk (110\u00b0 to 115\u00b0)"", ""6 tablespoons butter, softened, divided"", ""1 egg"", ""1 teaspoon salt"", ""1-3/4 to 2-1/4 cups all-purpose flour"", ""1/4 cup grated Parmesan cheese"", ""1/4 teaspoon garlic salt""]","[""In a large bowl, dissolve yeast in warm water. Stir in 2 teaspoons honey; let stand for 5 minutes. Add the whole wheat flour, milk, 2 tablespoons butter, egg, salt, remaining honey and 1 cup all-purpose flour. Beat on medium speed for 3 minutes. Stir in enough remaining all-purpose flour to form a soft dough."", ""Turn onto a floured surface; knead until smooth and elastic, about 6-8 minutes. Place in a greased bowl, turning once to grease top. Cover and let rise in a warm place until doubled, about 1 hour."", ""Punch dough down. Knead on a floured surface for 30 seconds. Roll into a 12-in. circle. Melt remaining butter; brush over dough. Combine Parmesan cheese and garlic salt; sprinkle over dough."", ""Cut into 16 wedges. Roll up wedges from the wide end and place with pointed end down on greased"", "". Curve ends to form a crescent shape. Cover and let rise in a warm place until doubled, about 20 minutes."", ""Bake at 400\u00b0 for 12-15 minutes or until golden brown. Remove from pans to wire racks to cool.""]",www.tasteofhome.com/recipes/savory-wheat-crescents/,Gathered,"[""egg"", ""warm water"", ""salt"", ""butter"", ""warm milk"", ""garlic salt"", ""parmesan cheese"", ""flour"", ""whole wheat flour"", ""honey"", ""active dry yeast""]",www.tasteofhome.com
Creamy Date & Honey Spread,"[""1 pkg. (8 oz.) PHILADELPHIA Cream Cheese, softened"", ""3 Tbsp. honey"", ""1/2 tsp. ground cinnamon"", ""3/4 cup finely chopped dates""]","[""Beat cream cheese, honey and cinnamon in medium bowl with mixer until blended."", ""Stir in dates."", ""Refrigerate 1 hour.""]",www.kraftrecipes.com/recipes/creamy-date-honey-spread-146284.aspx,Recipes1M,"[""dates"", ""philadelphia cream cheese"", ""ground cinnamon"", ""honey""]",www.kraftrecipes.com
Bean And Corn Casserole,"[""1 can Shoe Peg corn"", ""1 can French cut green beans"", ""1/2 c. grated cheese"", ""1/2 c. onions, chopped"", ""1 can cream of celery soup"", ""1/2 c. sour cream"", ""1 roll Ritz crackers, crushed"", ""1/2 c. slivered almonds"", ""1 stick margarine""]","[""Mix corn and beans."", ""Put in greased casserole dish."", ""Mix cheese, onions, soup and sour cream."", ""Spread over beans and corn. Sprinkle crackers and almonds over mixture. Drizzle butter over crackers."", ""Bake on 350\u00b0 for 1 hour.""]",www.cookbooks.com/Recipe-Details.aspx?id=1065724,Gathered,"[""sour cream"", ""peg corn"", ""green beans"", ""cream of celery soup"", ""onions"", ""margarine"", ""grated cheese"", ""almonds"", ""roll""]",www.cookbooks.com
Smoky Butternet Squash And Apple Soup,"[""1 medium butternut squash, peeled, seeded and cut into large dice"", ""2 medium red apples (look for sweet/tart and crisp), peeled, cored and cut into large dice"", ""1 teaspoon lemon juice"", ""1 small onion, diced"", ""1 medium clove garlic, minced"", ""11/2 teaspoons coarse salt"", ""11/2 teaspoons ground cumin"", ""1/2 teaspoon ground coriander"", ""1/2 teaspoon smoky Spanish paprika"", ""2 cups chicken or vegetable stock"", ""11/2 cups water"", ""Salt and pepper, to taste"", ""1 sprig cilantro, optional for garnish"", ""4 tablespoons light sour cream, optional for garnish""]","[""Preheat oven to 425\u00b0F."", ""Toss diced squash with 1 Tbsp of olive oil and spread out on foil-lined baking sheet. Lightly sprinkle pinch of coarse salt over squash. Cook for 30-40 minutes, until squash is fork tender and lightly caramelized."", ""While squash is cooking, toss diced apple with lemon juice, and set aside."", ""Heat olive oil over medium-low heat and add onion. Saute for 3-4 minutes, until translucent. Add garlic, salt and spices and saute for 2-3 more minutes, being careful not to burn garlic."", ""Add apples, water and stock, bring to a boil, then reduce heat and simmer until apples are fork tender, about 10 minutes."", ""Puree roasted squash in batches with the apple mixture, in a food processor or blender, until smooth, and return to saucepan. Season with additional salt and pepper, to taste. Heat over low, thinning with more water if necessary to get desired consistency, for 5-7 minutes before serving."", ""To serve, ladle into shallow bowls, and top each serving with 1 Tbsp of light sour cream (optional) and a sprig of cilantro (optional). For some extra color and flavor, sprinkle some additional smoky paprika over the soup.""]",food52.com/recipes/14617-smoky-butternet-squash-and-apple-soup,Gathered,"[""coarse salt"", ""ground cumin"", ""lemon juice"", ""butternut squash"", ""cilantro"", ""light sour cream"", ""onion"", ""smoky spanish paprika"", ""water"", ""clove garlic"", ""red apples"", ""ground coriander"", ""chicken"", ""salt""]",food52.com
Grilled Shrimp,"[""4 cloves Garlic, Roasted"", ""1 Tablespoon Olive Oil"", ""2 teaspoons Dried Mint Leaves, Divided"", ""17 whole Raw Shrimp"", ""2 teaspoons Fish Sauce"", ""6 teaspoons Cold Water"", ""1 teaspoon Hoisin Sauce"", ""1/4 teaspoons Chili Garlic Sauce"", ""2 teaspoons Maple Syrup"", ""1 teaspoon Lime Juice""]","[""Start preparing a day in advance."", ""Crush the garlic cloves with a fork."", ""Mix in the oil and the 1 teaspoon of dried mint then add the raw shrimp and let marinate overnight."", ""In another bowl with a cover, mix all the sauce ingredients (fish sauce, water, Hoisin sauce, chili garlic sauce, maple syrup and lime juice) and keep in the fridge till the next day."", ""When youre ready to eat them the next day, start the grill or heat your pan and cook your shrimp for 2-3 minutes."", ""Enjoy!""]",tastykitchen.com/recipes/appetizers-and-snacks/grilled-shrimp/,Recipes1M,"[""mint leaves"", ""water"", ""garlic sauce"", ""hoisin sauce"", ""fish sauce"", ""lime juice"", ""maple syrup"", ""shrimp"", ""garlic"", ""olive oil""]",tastykitchen.com
Nana's Bun-On-A-Stick,"[""3 cups flour"", ""12 cup cornmeal"", ""12 cup skim milk powder"", ""14 cup sugar"", ""1 tablespoon baking powder"", ""12 teaspoon salt"", ""13 cup butter or 13 cup margarine""]","[""Cut butter or margerine into dry ingredients."", ""Mix well."", ""Store in a ziploc bag in the fridge or freezer until ready to use."", ""Excellent for camping."", ""Great for breading fish."", ""For Bun-on-a-stick; 1 cup mix and 1/4 c water or milk."", ""Mix until just combined."", ""Peel sticks, wrap small amount of dough around the peeled stick."", ""Roast in campfire."", ""Add butter, jam &/or maple syrup."", ""For pancakes: 1 c mix & 2/3 c water or milk."", ""Stir until moistened."", ""Cook on a well-seasoned cast iron pan or griddle."", ""Makes excellent pancakes."", ""* Take out the sugar is you want them less sweet & more savoury."", ""** More than a delicious substitute for pancakes & biscuits, bun-on-a-stick is a recipe for memories."", ""Eating it takes me back to reunions past when Auntie Amy (your great Nana Liam), Auntie Marlene, & Auntie Cheryl would prepare this for all the kids."", ""Watching it cook on our freshly peeled sticks fed our imaginations & created heartfelt memories that will last a lifetime.""]",www.food.com/recipe/nanas-bun-on-a-stick-509983,Recipes1M,"[""baking powder"", ""sugar"", ""milk powder"", ""flour"", ""cornmeal"", ""butter"", ""salt""]",www.food.com
